,contribution,liveStatus,nickname,rank,uid,roomId,type,create_time
2948,89,9.0,祖兒_,50,116969697,884175.0,hour,2020-02-15 04:58:05
2949,11518,9.0,TL_諾允,1,117077898,1578251.0,hour,2020-02-15 05:58:00
2950,5510,1.0,王小二___,2,134046533,865337.0,hour,2020-02-15 05:58:00
2951,1896,9.0,闻战_星火,3,155752505,1637430.0,hour,2020-02-15 05:58:00
2952,1478,5.0,夜小诗,4,6063087,341479.0,hour,2020-02-15 05:58:00
2953,1314,9.0,青枫慕_揽月,5,158123865,1734100.0,hour,2020-02-15 05:58:00
2954,1289,9.0,NJ尘埃_领秀,6,189274242,1498959.0,hour,2020-02-15 05:58:00
2955,1251,9.0,木子晶_浅音,7,130334327,827429.0,hour,2020-02-15 05:58:00
2956,1131,9.0,Yhh何何_Mo,8,89672317,1077261.0,hour,2020-02-15 05:58:00
2957,1036,9.0,子涵_WIN,9,111406849,494894.0,hour,2020-02-15 05:58:00
2958,1001,9.0,陈臻臻,10,91021548,306721.0,hour,2020-02-15 05:58:01
2959,796,9.0,安乔_三月三,11,133374799,859188.0,hour,2020-02-15 05:58:01
2960,641,9.0,一只搗蛋鬼,12,4459600,1403663.0,hour,2020-02-15 05:58:01
2961,624,9.0,子怡Miki_ayw,13,189050219,1534012.0,hour,2020-02-15 05:58:01
2962,600,9.0,百万小姐姐,14,137683990,894720.0,hour,2020-02-15 05:58:01
2963,579,9.0,逢生_Evol,15,173221555,1194422.0,hour,2020-02-15 05:58:01
2964,478,9.0,大霞_SoMo,16,181220149,1390956.0,hour,2020-02-15 05:58:01
2965,412,9.0,萌二_,17,194204219,1556422.0,hour,2020-02-15 05:58:01
2966,387,1.0,杜克_三月三,18,119709217,685300.0,hour,2020-02-15 05:58:01
2967,386,9.0,紫檀_倾羽,19,125667472,1646638.0,hour,2020-02-15 05:58:01
2968,380,1.0,苏白夜,20,46955807,495665.0,hour,2020-02-15 05:58:02
2969,321,1.0,索小烁_三月三,21,116584447,1663074.0,hour,2020-02-15 05:58:02
2970,186,9.0,澳门人生,22,61000287,138575.0,hour,2020-02-15 05:58:02
2971,177,9.0,阿痣姑娘,23,98695795,241261.0,hour,2020-02-15 05:58:02
2972,160,1.0,狐半仙,24,110880295,1088177.0,hour,2020-02-15 05:58:02
2973,150,9.0,无痕大大_MK,25,200540839,1633506.0,hour,2020-02-15 05:58:02
2974,137,9.0,如愿吖,26,159190454,1041769.0,hour,2020-02-15 05:58:02
2975,131,9.0,小爱_WIN,27,147372262,973685.0,hour,2020-02-15 05:58:02
2976,127,9.0,小瑾萱_,28,195179102,1568795.0,hour,2020-02-15 05:58:02
2977,127,9.0,钦絔,29,188081661,1609144.0,hour,2020-02-15 05:58:02
2978,127,9.0,伊人a_,30,120333878,885860.0,hour,2020-02-15 05:58:02
2979,116,1.0,Y4__,31,197482987,1800120.0,hour,2020-02-15 05:58:03
2980,98,5.0,剧舞吧苍竹_九星,32,33690397,82123.0,hour,2020-02-15 05:58:03
2981,97,9.0,芸岫_SoMo,33,179688566,1373609.0,hour,2020-02-15 05:58:03
2982,92,9.0,2020柒,34,110227941,672458.0,hour,2020-02-15 05:58:03
2983,90,1.0,奇谭_慢一,35,106197610,434473.0,hour,2020-02-15 05:58:03
2984,87,1.0,余kk呀_SoMa,36,183472115,1428360.0,hour,2020-02-15 05:58:03
2985,80,1.0,盖盖__瑾Show,37,180782136,1455150.0,hour,2020-02-15 05:58:03
2986,76,1.0,夏小哲,38,164559307,1447170.0,hour,2020-02-15 05:58:03
2987,66,9.0,橙子_麋鹿,39,213408641,1762070.0,hour,2020-02-15 05:58:04
2988,54,1.0,是你的柚子吖,40,130393388,827176.0,hour,2020-02-15 05:58:04
2989,51,9.0,莫御,41,188693094,1492636.0,hour,2020-02-15 05:58:04
2990,51,9.0,樱诺_SoMa,42,188146873,1481020.0,hour,2020-02-15 05:58:04
2991,34,9.0,北极Faye,43,192118975,1529729.0,hour,2020-02-15 05:58:04
2992,33,9.0,你不懂的猫,44,122059955,1787739.0,hour,2020-02-15 05:58:04
2993,32,9.0,奶盖_Shiny,45,86127849,21963.0,hour,2020-02-15 05:58:04
2994,30,9.0,彩虹丽人_WIN,46,152470826,1621156.0,hour,2020-02-15 05:58:04
2995,26,9.0,JT_阡陌,47,201634457,1648127.0,hour,2020-02-15 05:58:04
2996,26,9.0,张校长QwQ,48,114011393,513559.0,hour,2020-02-15 05:58:04
2997,23,9.0,青涩小妖,49,119270361,1229815.0,hour,2020-02-15 05:58:05
2998,20,5.0,西索_九星,50,8188289,17929.0,hour,2020-02-15 05:58:05
2999,11627,9.0,闻战_星火,1,155752505,1637430.0,hour,2020-02-15 06:58:00
3000,4839,9.0,陪我看日出99,2,182314348,1410152.0,hour,2020-02-15 06:58:00
3001,4463,9.0,花七___,3,167564248,1127862.0,hour,2020-02-15 06:58:00
3002,2432,9.0,Yhh何何_Mo,4,89672317,1077261.0,hour,2020-02-15 06:58:00
3003,1941,9.0,萌二_,5,194204219,1556422.0,hour,2020-02-15 06:58:00
3004,1822,1.0,TL_諾允,6,117077898,1578251.0,hour,2020-02-15 06:58:01
3005,1446,9.0,木子晶_浅音,7,130334327,827429.0,hour,2020-02-15 06:58:01
3006,1235,9.0,苏苏_浅音,8,98637871,244339.0,hour,2020-02-15 06:58:01
3007,1038,1.0,小瑾萱_,9,195179102,1568795.0,hour,2020-02-15 06:58:01
3008,943,9.0,浅浅_九星,10,149362039,1628474.0,hour,2020-02-15 06:58:01
3009,822,9.0,紫檀_倾羽,11,125667472,1646638.0,hour,2020-02-15 06:58:01
3010,663,5.0,夜小诗,12,6063087,341479.0,hour,2020-02-15 06:58:01
3011,564,9.0,葡萄_SoMa,13,208372714,1708468.0,hour,2020-02-15 06:58:01
3012,525,9.0,宝贝快快到碗里来,14,157765360,1028185.0,hour,2020-02-15 06:58:01
3013,495,9.0,安乔_三月三,15,133374799,859188.0,hour,2020-02-15 06:58:02
3014,448,5.0,百万小姐姐,16,137683990,894720.0,hour,2020-02-15 06:58:02
3015,439,9.0,唯宠甜橙_生人勿扰,17,125775781,1671540.0,hour,2020-02-15 06:58:02
3016,425,5.0,烟雨巷巷,18,75384996,1610453.0,hour,2020-02-15 06:58:02
3017,368,5.0,路糖糖_Remember,19,31364615,1443161.0,hour,2020-02-15 06:58:02
3018,343,9.0,我就是你的夏季呀,20,130176806,1070979.0,hour,2020-02-15 06:58:02
3019,313,1.0,澳门人生,21,61000287,138575.0,hour,2020-02-15 06:58:02
3020,305,9.0,你不懂的猫,22,122059955,1787739.0,hour,2020-02-15 06:58:02
3021,237,5.0,Singer七_九星,23,119548315,683048.0,hour,2020-02-15 06:58:02
3022,222,9.0,洪亮夜话QwQ,24,78731854,163633.0,hour,2020-02-15 06:58:03
3023,216,9.0,o微醺,25,88621142,13057.0,hour,2020-02-15 06:58:03
3024,208,9.0,奶盖_Shiny,26,86127849,21963.0,hour,2020-02-15 06:58:03
3025,185,9.0,阿痣姑娘,27,98695795,241261.0,hour,2020-02-15 06:58:03
3026,159,9.0,伊人a_,28,120333878,885860.0,hour,2020-02-15 06:58:03
3027,147,5.0,鹿苑_怪兽Monster,29,167258316,1125329.0,hour,2020-02-15 06:58:03
3028,125,9.0,俞三宝_星火,30,115449392,1548802.0,hour,2020-02-15 06:58:03
3029,107,9.0,NJ尘埃_领秀,31,189274242,1498959.0,hour,2020-02-15 06:58:03
3030,101,9.0,川歌_九星,32,71960473,453759.0,hour,2020-02-15 06:58:04
3031,95,9.0,风醒,33,199665580,1624113.0,hour,2020-02-15 06:58:04
3032,91,9.0,樱诺_SoMa,34,188146873,1481020.0,hour,2020-02-15 06:58:04
3033,91,9.0,鹿苑_小芋头,35,160681646,1051014.0,hour,2020-02-15 06:58:04
3034,89,9.0,七宝_心派传媒,36,138179324,896012.0,hour,2020-02-15 06:58:04
3035,86,9.0,俞一凣_Koln,37,95474557,1093903.0,hour,2020-02-15 06:58:04
3036,81,9.0,NJ猫白,38,18550257,11270.0,hour,2020-02-15 06:58:04
3037,77,9.0,楠楠大宝贝吖,39,160221071,1403456.0,hour,2020-02-15 06:58:05
3038,66,9.0,芸七七,40,194253885,1554995.0,hour,2020-02-15 06:58:05
3039,66,9.0,核雲老酒_嘉祺,41,192797805,1746325.0,hour,2020-02-15 06:58:05
3040,64,9.0,蓝天_怼怼_嘉臻,42,137473097,1716541.0,hour,2020-02-15 06:58:05
3041,63,9.0,青枫慕_揽月,43,158123865,1734100.0,hour,2020-02-15 06:58:05
3042,57,9.0,关鹏_心派,44,58233058,1376361.0,hour,2020-02-15 06:58:05
3043,57,9.0,温暖CW,45,169915088,1222321.0,hour,2020-02-15 06:58:05
3044,50,5.0,Star_黄泥,46,83655254,380112.0,hour,2020-02-15 06:58:05
3045,47,5.0,吟唱诗人__,47,121714520,866569.0,hour,2020-02-15 06:58:05
3046,44,9.0,小童辰,48,210070115,1726580.0,hour,2020-02-15 06:58:06
3047,43,9.0,御仙儿_领秀,49,205669054,1686246.0,hour,2020-02-15 06:58:06
3048,43,9.0,Lucky_笑笑,50,162130531,1066518.0,hour,2020-02-15 06:58:06
3049,10675,9.0,闻战_星火,1,155752505,1637430.0,hour,2020-02-15 07:58:00
3050,4643,9.0,子涵_WIN,2,111406849,494894.0,hour,2020-02-15 07:58:00
3051,3341,9.0,月亮露出了尾巴_,3,167272758,1175814.0,hour,2020-02-15 07:58:00
3052,2394,9.0,萌二_,4,194204219,1556422.0,hour,2020-02-15 07:58:00
3053,2125,9.0,花七___,5,167564248,1127862.0,hour,2020-02-15 07:58:00
3054,1798,9.0,Singer七_九星,6,119548315,683048.0,hour,2020-02-15 07:58:00
3055,1761,9.0,苏苏_浅音,7,98637871,244339.0,hour,2020-02-15 07:58:00
3056,1020,5.0,JL爍_JLsound,8,141746453,925747.0,hour,2020-02-15 07:58:00
3057,938,9.0,男盆友_Knight,9,206589253,1699174.0,hour,2020-02-15 07:58:00
3058,890,9.0,陈臻臻,10,91021548,306721.0,hour,2020-02-15 07:58:01
3059,808,9.0,Yhh何何_Mo,11,89672317,1077261.0,hour,2020-02-15 07:58:01
3060,725,9.0,阿树_领秀,12,95924506,1219377.0,hour,2020-02-15 07:58:01
3061,683,9.0,星河_星汇,13,89179348,941357.0,hour,2020-02-15 07:58:01
3062,668,1.0,木子晶_浅音,14,130334327,827429.0,hour,2020-02-15 07:58:01
3063,620,5.0,听听呦_行人江山,15,160196238,1121861.0,hour,2020-02-15 07:58:01
3064,589,9.0,我就是你的夏季呀,16,130176806,1070979.0,hour,2020-02-15 07:58:01
3065,538,9.0,紫檀_倾羽,17,125667472,1646638.0,hour,2020-02-15 07:58:01
3066,498,9.0,阿痣姑娘,18,98695795,241261.0,hour,2020-02-15 07:58:01
3067,369,9.0,雅痞崛起,19,108184732,1405227.0,hour,2020-02-15 07:58:02
3068,368,1.0,o微醺,20,88621142,13057.0,hour,2020-02-15 07:58:02
3069,368,1.0,钦絔,21,188081661,1609144.0,hour,2020-02-15 07:58:02
3070,350,1.0,大美妞_WIN,22,121678648,1224408.0,hour,2020-02-15 07:58:02
3071,264,9.0,微蓝光芒_三月三,23,127845439,944549.0,hour,2020-02-15 07:58:02
3072,220,9.0,青枫慕_揽月,24,158123865,1734100.0,hour,2020-02-15 07:58:02
3073,196,9.0,御仙儿_领秀,25,205669054,1686246.0,hour,2020-02-15 07:58:02
3074,190,9.0,小童辰,26,210070115,1726580.0,hour,2020-02-15 07:58:02
3075,136,9.0,碗碗女神_Cx,27,139920890,1039160.0,hour,2020-02-15 07:58:02
3076,132,9.0,阿七呀_合耳盟,28,177240520,1687862.0,hour,2020-02-15 07:58:03
3077,131,9.0,摆哥_WIN,29,184029525,1469606.0,hour,2020-02-15 07:58:03
3078,130,1.0,只是路过_,30,91225137,18393.0,hour,2020-02-15 07:58:03
3079,116,9.0,芸岫_SoMo,31,179688566,1373609.0,hour,2020-02-15 07:58:03
3080,110,9.0,奶盖_Shiny,32,86127849,21963.0,hour,2020-02-15 07:58:03
3081,108,9.0,KikiWoo_九星,33,140675579,1392295.0,hour,2020-02-15 07:58:03
3082,103,9.0,X_ALL,34,162772691,1074550.0,hour,2020-02-15 07:58:03
3083,101,9.0,L丶_先生,35,96559466,1091933.0,hour,2020-02-15 07:58:03
3084,90,1.0,DJ杨湃,36,39496787,350.0,hour,2020-02-15 07:58:03
3085,89,9.0,蓝天_怼怼_嘉臻,37,137473097,1716541.0,hour,2020-02-15 07:58:03
3086,88,9.0,师小刀__,38,130994586,833479.0,hour,2020-02-15 07:58:04
3087,86,9.0,杜克_三月三,39,119709217,685300.0,hour,2020-02-15 07:58:04
3088,82,9.0,步谜,40,100079411,828521.0,hour,2020-02-15 07:58:04
3089,81,9.0,楠楠大宝贝吖,41,160221071,1403456.0,hour,2020-02-15 07:58:04
3090,76,9.0,FM_乔治,42,77766230,1803883.0,hour,2020-02-15 07:58:04
3091,75,9.0,宝贝快快到碗里来,43,157765360,1028185.0,hour,2020-02-15 07:58:04
3092,72,9.0,柒心r,44,32768506,1563089.0,hour,2020-02-15 07:58:04
3093,70,9.0,莫御,45,188693094,1492636.0,hour,2020-02-15 07:58:04
3094,65,9.0,逸声_瘦瘦,46,27403003,1132759.0,hour,2020-02-15 07:58:04
3095,61,9.0,鹿苑_星冉,47,186887078,1486251.0,hour,2020-02-15 07:58:04
3096,53,9.0,馨悦King__,48,162291492,1154712.0,hour,2020-02-15 07:58:05
3097,50,9.0,TSI_沐小惜,49,122710870,738738.0,hour,2020-02-15 07:58:05
3098,46,9.0,子怡Miki_ayw,50,189050219,1534012.0,hour,2020-02-15 07:58:05
3099,3266,9.0,陶子说故事_九星,1,45750439,3876.0,hour,2020-02-15 08:58:00
3100,2301,9.0,苏苏_浅音,2,98637871,244339.0,hour,2020-02-15 08:58:00
3101,1921,9.0,叔声,3,40859040,2519.0,hour,2020-02-15 08:58:00
3102,1900,9.0,闻战_星火,4,155752505,1637430.0,hour,2020-02-15 08:58:00
3103,1470,9.0,鹿苑_语霏,5,91014053,18935.0,hour,2020-02-15 08:58:00
3104,1074,9.0,TSI_沐小惜,6,122710870,738738.0,hour,2020-02-15 08:58:00
3105,1067,9.0,白鹭青,7,131815106,843900.0,hour,2020-02-15 08:58:00
3106,891,9.0,阿痣姑娘,8,98695795,241261.0,hour,2020-02-15 08:58:00
3107,841,5.0,陈臻臻,9,91021548,306721.0,hour,2020-02-15 08:58:00
3108,815,9.0,法拉利_领秀,10,191670293,1603511.0,hour,2020-02-15 08:58:00
3109,803,9.0,大霞_SoMo,11,181220149,1390956.0,hour,2020-02-15 08:58:01
3110,771,9.0,萌二_,12,194204219,1556422.0,hour,2020-02-15 08:58:01
3111,760,9.0,悠米_瑾Show,13,157951375,1541384.0,hour,2020-02-15 08:58:01
3112,689,9.0,文文文_素音,14,72969678,1230534.0,hour,2020-02-15 08:58:01
3113,684,9.0,我就是你的夏季呀,15,130176806,1070979.0,hour,2020-02-15 08:58:01
3114,658,1.0,阿树_领秀,16,95924506,1219377.0,hour,2020-02-15 08:58:01
3115,574,9.0,弥音_斯巴达,17,190867462,1504763.0,hour,2020-02-15 08:58:01
3116,521,9.0,奶盖_Shiny,18,86127849,21963.0,hour,2020-02-15 08:58:01
3117,520,1.0,FM_乔治,19,77766230,1803883.0,hour,2020-02-15 08:58:01
3118,473,9.0,安哲_,20,61555170,863809.0,hour,2020-02-15 08:58:01
3119,458,9.0,Singer七_九星,21,119548315,683048.0,hour,2020-02-15 08:58:02
3120,446,9.0,柒心r,22,32768506,1563089.0,hour,2020-02-15 08:58:02
3121,442,9.0,馨悦King__,23,162291492,1154712.0,hour,2020-02-15 08:58:02
3122,435,9.0,久久_鸿啸,24,92731483,26374.0,hour,2020-02-15 08:58:02
3123,435,9.0,关鹏_心派,25,58233058,1376361.0,hour,2020-02-15 08:58:02
3124,408,9.0,云小桥,26,3429401,708764.0,hour,2020-02-15 08:58:02
3125,379,1.0,NJ明尼,27,93971201,311340.0,hour,2020-02-15 08:58:02
3126,369,9.0,赞爷说书,28,94192929,197321.0,hour,2020-02-15 08:58:02
3127,300,9.0,KikiWoo_九星,29,140675579,1392295.0,hour,2020-02-15 08:58:02
3128,299,1.0,是甜甜吖_GS,30,179779178,1558203.0,hour,2020-02-15 08:58:03
3129,276,9.0,花七___,31,167564248,1127862.0,hour,2020-02-15 08:58:03
3130,228,9.0,懒耳鹿,32,123746597,1384041.0,hour,2020-02-15 08:58:03
3131,220,9.0,狐丝不乱想的傻宝,33,126609449,1063493.0,hour,2020-02-15 08:58:03
3132,198,9.0,小童辰,34,210070115,1726580.0,hour,2020-02-15 08:58:03
3133,190,9.0,无痕大大_MK,35,200540839,1633506.0,hour,2020-02-15 08:58:03
3134,190,5.0,古稀丶,36,138053255,896466.0,hour,2020-02-15 08:58:03
3135,166,1.0,青枫慕_揽月,37,158123865,1734100.0,hour,2020-02-15 08:58:03
3136,161,9.0,禹媆媆_,38,162935663,1075426.0,hour,2020-02-15 08:58:03
3137,157,9.0,鹿苑_小芋头,39,160681646,1051014.0,hour,2020-02-15 08:58:03
3138,154,9.0,忆灬悠悠_Ria,40,191007518,1514868.0,hour,2020-02-15 08:58:04
3139,146,9.0,微蓝光芒_三月三,41,127845439,944549.0,hour,2020-02-15 08:58:04
3140,142,9.0,烟遇,42,97939484,234183.0,hour,2020-02-15 08:58:04
3141,123,9.0,何其,43,27758321,128.0,hour,2020-02-15 08:58:04
3142,121,1.0,Yhh何何_Mo,44,89672317,1077261.0,hour,2020-02-15 08:58:04
3143,121,9.0,逸声_瘦瘦,45,27403003,1132759.0,hour,2020-02-15 08:58:04
3144,116,9.0,达奕教育书畅老师,46,43129934,1741734.0,hour,2020-02-15 08:58:04
3145,113,9.0,子涵_WIN,47,111406849,494894.0,hour,2020-02-15 08:58:04
3146,112,9.0,北川_SoMo,48,173271935,1209408.0,hour,2020-02-15 08:58:04
3147,110,9.0,小可吖_WIN,49,102055214,1195403.0,hour,2020-02-15 08:58:04
3148,102,9.0,天天一点点_Carol,50,52657114,1740865.0,hour,2020-02-15 08:58:05
3149,9553,9.0,小颜落_九星,1,88109258,26134.0,hour,2020-02-15 09:58:00
3150,4617,9.0,文文文_素音,2,72969678,1230534.0,hour,2020-02-15 09:58:00
3151,4104,9.0,杜克_三月三,3,119709217,685300.0,hour,2020-02-15 09:58:00
3152,2990,9.0,鹿苑_小芋头,4,160681646,1051014.0,hour,2020-02-15 09:58:00
3153,2768,9.0,野歌_三月三,5,200198257,1630642.0,hour,2020-02-15 09:58:00
3154,1882,9.0,大绵羊_SoMo,6,65284237,1216241.0,hour,2020-02-15 09:58:00
3155,1586,9.0,念夏_WIN,7,206664199,1695040.0,hour,2020-02-15 09:58:01
3156,1399,9.0,KikiWoo_九星,8,140675579,1392295.0,hour,2020-02-15 09:58:01
3157,1366,9.0,陶子说故事_九星,9,45750439,3876.0,hour,2020-02-15 09:58:01
3158,982,9.0,雨薇_素音,10,93286852,1209930.0,hour,2020-02-15 09:58:01
3159,905,9.0,苏苏_浅音,11,98637871,244339.0,hour,2020-02-15 09:58:01
3160,787,1.0,萌二_,12,194204219,1556422.0,hour,2020-02-15 09:58:01
3161,777,9.0,佟彤_九星,13,75488727,19354.0,hour,2020-02-15 09:58:01
3162,746,9.0,鱿鱼酱_三月三,14,198873698,1621640.0,hour,2020-02-15 09:58:01
3163,742,9.0,田心菜,15,188380546,1559304.0,hour,2020-02-15 09:58:02
3164,736,9.0,小软糖_余音,16,179696503,1368380.0,hour,2020-02-15 09:58:02
3165,717,9.0,法拉利_领秀,17,191670293,1603511.0,hour,2020-02-15 09:58:02
3166,683,9.0,连笙_暖情歌者,18,182450174,1412657.0,hour,2020-02-15 09:58:02
3167,620,9.0,JX_达达,19,39752468,720400.0,hour,2020-02-15 09:58:02
3168,617,9.0,凉一同学_Mensa,20,7777748,152.0,hour,2020-02-15 09:58:02
3169,552,9.0,安琦i,21,155711486,1705282.0,hour,2020-02-15 09:58:02
3170,527,9.0,烟遇,22,97939484,234183.0,hour,2020-02-15 09:58:02
3171,523,9.0,安哲_,23,61555170,863809.0,hour,2020-02-15 09:58:02
3172,515,9.0,裴彤彤_ME,24,193731067,1547690.0,hour,2020-02-15 09:58:03
3173,495,9.0,叶秋笙_星火,25,158323362,1626112.0,hour,2020-02-15 09:58:03
3174,464,9.0,幸好_Shiny,26,47503315,13151.0,hour,2020-02-15 09:58:03
3175,455,9.0,鹿苑_语霏,27,91014053,18935.0,hour,2020-02-15 09:58:03
3176,441,1.0,X_ALL,28,162772691,1074550.0,hour,2020-02-15 09:58:03
3177,439,9.0,无痕大大_MK,29,200540839,1633506.0,hour,2020-02-15 09:58:03
3178,435,5.0,懒耳鹿,30,123746597,1384041.0,hour,2020-02-15 09:58:03
3179,404,9.0,画中戏子_SK,31,128356094,1121750.0,hour,2020-02-15 09:58:03
3180,402,9.0,内向小魔,32,87824033,227639.0,hour,2020-02-15 09:58:03
3181,379,5.0,阿痣姑娘,33,98695795,241261.0,hour,2020-02-15 09:58:04
3182,373,9.0,歌者少東,34,127016856,1541501.0,hour,2020-02-15 09:58:04
3183,354,9.0,一梦_三月三,35,214450736,1772177.0,hour,2020-02-15 09:58:04
3184,343,9.0,喵万水,36,46679541,684052.0,hour,2020-02-15 09:58:04
3185,296,1.0,云小桥,37,3429401,708764.0,hour,2020-02-15 09:58:04
3186,272,9.0,有声的猫爷_WIN,38,55402314,9597.0,hour,2020-02-15 09:58:04
3187,259,9.0,潮儿_Ria,39,162846410,1702886.0,hour,2020-02-15 09:58:04
3188,257,9.0,师小刀__,40,130994586,833479.0,hour,2020-02-15 09:58:04
3189,224,9.0,李小妹呐,41,3122188,135.0,hour,2020-02-15 09:58:04
3190,220,9.0,井昕_SoMo,42,170994533,1402526.0,hour,2020-02-15 09:58:05
3191,206,9.0,风_领秀,43,147790859,1582633.0,hour,2020-02-15 09:58:05
3192,180,5.0,Singer七_九星,44,119548315,683048.0,hour,2020-02-15 09:58:05
3193,176,9.0,馨悦King__,45,162291492,1154712.0,hour,2020-02-15 09:58:05
3194,151,9.0,YS_東晓,46,183974175,1551428.0,hour,2020-02-15 09:58:05
3195,151,9.0,素衣_心派,47,133516458,860509.0,hour,2020-02-15 09:58:05
3196,141,9.0,逸声_瘦瘦,48,27403003,1132759.0,hour,2020-02-15 09:58:05
3197,124,9.0,你的鬼鬼啊_,49,134040795,865312.0,hour,2020-02-15 09:58:05
3198,120,9.0,茴梓白,50,87039969,394633.0,hour,2020-02-15 09:58:05
3199,5303,9.0,貂蝉宝宝_九星,1,88391613,22071.0,hour,2020-02-15 10:58:00
3200,2863,9.0,啾啾_SK,2,106910783,644237.0,hour,2020-02-15 10:58:00
3201,2610,9.0,江亦涌_行人江山,3,84610955,889595.0,hour,2020-02-15 10:58:00
3202,2519,9.0,KikiWoo_九星,4,140675579,1392295.0,hour,2020-02-15 10:58:00
3203,2373,9.0,YS_東晓,5,183974175,1551428.0,hour,2020-02-15 10:58:00
3204,2009,9.0,是文儿哥阿,6,131918213,977410.0,hour,2020-02-15 10:58:00
3205,1992,9.0,文泉vip_唬头Bng,7,132929641,1713280.0,hour,2020-02-15 10:58:00
3206,1619,9.0,李小鱼_唬头Bng,8,185116612,1538867.0,hour,2020-02-15 10:58:00
3207,1519,9.0,小颜落_九星,9,88109258,26134.0,hour,2020-02-15 10:58:00
3208,1505,9.0,三毛_领秀,10,197552516,1592251.0,hour,2020-02-15 10:58:01
3209,1491,9.0,彩虹丽人_WIN,11,152470826,1621156.0,hour,2020-02-15 10:58:01
3210,1488,9.0,丫头_揽月,12,177558914,1778075.0,hour,2020-02-15 10:58:01
3211,1404,9.0,凉一同学_Mensa,13,7777748,152.0,hour,2020-02-15 10:58:01
3212,1401,5.0,陶子说故事_九星,14,45750439,3876.0,hour,2020-02-15 10:58:01
3213,1172,9.0,田心菜,15,188380546,1559304.0,hour,2020-02-15 10:58:01
3214,1120,9.0,辰臣_领秀,16,47395392,1349209.0,hour,2020-02-15 10:58:01
3215,1048,9.0,云天河,17,8163465,148.0,hour,2020-02-15 10:58:01
3216,1021,9.0,糖绾_SoMa,18,207412991,1702747.0,hour,2020-02-15 10:58:01
3217,978,9.0,杜克_三月三,19,119709217,685300.0,hour,2020-02-15 10:58:02
3218,977,9.0,付佰万,20,191728496,1515549.0,hour,2020-02-15 10:58:02
3219,968,9.0,冰心情感_九星,21,69010586,1633527.0,hour,2020-02-15 10:58:02
3220,850,9.0,星棩_WIN,22,128981290,813968.0,hour,2020-02-15 10:58:02
3221,846,9.0,小狐仙儿_Ria,23,204221349,1679732.0,hour,2020-02-15 10:58:02
3222,826,9.0,___茉小格,24,69494868,974491.0,hour,2020-02-15 10:58:02
3223,823,9.0,安哲_,25,61555170,863809.0,hour,2020-02-15 10:58:02
3224,715,9.0,木泽_九星,26,60085628,861564.0,hour,2020-02-15 10:58:03
3225,682,9.0,弥音_道悠然,27,130332817,1222908.0,hour,2020-02-15 10:58:03
3226,668,9.0,NJ慕凡,28,119354894,681736.0,hour,2020-02-15 10:58:03
3227,651,9.0,子辰味的奶酪,29,26021035,69815.0,hour,2020-02-15 10:58:03
3228,610,9.0,辛苑Esther,30,183595050,1687380.0,hour,2020-02-15 10:58:03
3229,583,9.0,悠米_瑾Show,31,157951375,1541384.0,hour,2020-02-15 10:58:03
3230,569,9.0,总裁天赐,32,96119253,368921.0,hour,2020-02-15 10:58:03
3231,528,9.0,长腿小姐姐____,33,163029587,1175967.0,hour,2020-02-15 10:58:03
3232,525,9.0,李小妹呐,34,3122188,135.0,hour,2020-02-15 10:58:03
3233,517,9.0,喵万水,35,46679541,684052.0,hour,2020-02-15 10:58:03
3234,514,9.0,热爱吖_,36,161124175,1620202.0,hour,2020-02-15 10:58:04
3235,508,9.0,风儿_领秀,37,198608505,1613779.0,hour,2020-02-15 10:58:04
3236,499,9.0,画中戏子_SK,38,128356094,1121750.0,hour,2020-02-15 10:58:04
3237,498,9.0,咪该_,39,124803765,831627.0,hour,2020-02-15 10:58:04
3238,476,9.0,山竹R,40,144380523,945597.0,hour,2020-02-15 10:58:04
3239,460,9.0,剧舞吧苍竹_九星,41,33690397,82123.0,hour,2020-02-15 10:58:04
3240,459,5.0,江一诺_瑾Show,42,124559332,761401.0,hour,2020-02-15 10:58:04
3241,441,9.0,慕君_Alpha,43,212326581,1743888.0,hour,2020-02-15 10:58:04
3242,432,9.0,智清电台,44,169630963,1150570.0,hour,2020-02-15 10:58:04
3243,427,9.0,TSI_面具_,45,125299862,771184.0,hour,2020-02-15 10:58:05
3244,414,9.0,瑟瑟C_SK,46,172487212,1507021.0,hour,2020-02-15 10:58:05
3245,413,9.0,高飞_SoMo,47,90675708,1414452.0,hour,2020-02-15 10:58:05
3246,413,9.0,弥音_苦瓜,48,164388993,1093741.0,hour,2020-02-15 10:58:05
3247,408,9.0,天哥__,49,146201636,1732118.0,hour,2020-02-15 10:58:05
3248,404,9.0,吃土少女_三月三,50,163113657,1188657.0,hour,2020-02-15 10:58:05
3249,6800,9.0,眠眠_九星,1,182252568,1497351.0,hour,2020-02-15 11:58:00
3250,3266,9.0,貂蝉宝宝_九星,2,88391613,22071.0,hour,2020-02-15 11:58:00
3251,3096,9.0,JL爍_JLsound,3,141746453,925747.0,hour,2020-02-15 11:58:00
3252,2955,9.0,予晨_九星,4,99723962,277470.0,hour,2020-02-15 11:58:00
3253,2674,9.0,井昕_SoMo,5,170994533,1402526.0,hour,2020-02-15 11:58:00
3254,2443,9.0,北海_巅峰娱乐,6,136393934,884466.0,hour,2020-02-15 11:58:00
3255,2416,9.0,木泽_九星,7,60085628,861564.0,hour,2020-02-15 11:58:00
