,contribution,liveStatus,nickname,rank,uid,roomId,type,create_time
0,5299,9.0,逗瓣,1,4416963,114.0,hour,2020-02-12 19:58:00
1,4069,9.0,萌叽_三月三,2,130564791,930094.0,hour,2020-02-12 19:58:00
2,3307,9.0,董咚儿_JLsound,3,84434603,1244753.0,hour,2020-02-12 19:58:00
3,3173,9.0,亚辰_燃点娱乐,4,197467038,1587616.0,hour,2020-02-12 19:58:00
4,2941,9.0,半岛玫瑰_九星,5,7312748,17214.0,hour,2020-02-12 19:58:00
5,2462,9.0,啾啾_SK,6,106910783,644237.0,hour,2020-02-12 19:58:00
6,2441,9.0,佟彤_九星,7,75488727,19354.0,hour,2020-02-12 19:58:00
7,2352,9.0,三千_唬头Bng,8,172422028,1551001.0,hour,2020-02-12 19:58:00
8,1943,9.0,百变戏精_花卷子丶1K,9,36371736,241335.0,hour,2020-02-12 19:58:01
9,1941,9.0,右右_Qy,10,98517688,1768008.0,hour,2020-02-12 19:58:01
10,1940,9.0,一個千琳,11,153434758,1660859.0,hour,2020-02-12 19:58:01
11,1843,9.0,Star_奉仙儿,12,179734434,1368419.0,hour,2020-02-12 19:58:01
12,1808,9.0,_____酒酒,13,187530208,1499958.0,hour,2020-02-12 19:58:01
13,1788,9.0,一個稀饭,14,187167692,1576749.0,hour,2020-02-12 19:58:01
14,1720,9.0,马小骏_九星,15,136093162,881641.0,hour,2020-02-12 19:58:01
15,1705,9.0,麦乐蒂白_shk,16,156215290,1011766.0,hour,2020-02-12 19:58:01
16,1679,1.0,巧安生_,17,214376184,1771318.0,hour,2020-02-12 19:58:01
17,1532,1.0,法拉利_领秀,18,191670293,1603511.0,hour,2020-02-12 19:58:02
18,1461,9.0,NJ语瞳,19,29668435,173.0,hour,2020-02-12 19:58:02
19,1313,9.0,洪七姑娘,20,15359344,49965.0,hour,2020-02-12 19:58:02
20,1225,9.0,可乐_瑾show,21,117647200,663343.0,hour,2020-02-12 19:58:02
21,1141,9.0,CEO丶大宝z,22,171429027,1200980.0,hour,2020-02-12 19:58:02
22,1140,9.0,陳希_,23,123335833,744772.0,hour,2020-02-12 19:58:02
23,1135,9.0,逸声_瘦瘦,24,27403003,1132759.0,hour,2020-02-12 19:58:02
24,1061,9.0,知七丶,25,125370372,1168229.0,hour,2020-02-12 19:58:02
25,1010,5.0,小爱_WIN,26,147372262,973685.0,hour,2020-02-12 19:58:02
26,903,9.0,之贰,27,113660040,1418977.0,hour,2020-02-12 19:58:03
27,893,9.0,西瓜瓜o,28,98766108,245106.0,hour,2020-02-12 19:58:03
28,890,9.0,SN_恋雪,29,193747844,1547914.0,hour,2020-02-12 19:58:03
29,878,9.0,小猫沫沫_SoMa,30,141368356,1577855.0,hour,2020-02-12 19:58:03
30,843,9.0,岩小喵_星火,31,181735430,1399024.0,hour,2020-02-12 19:58:03
31,842,9.0,李Lee_九星,32,173520930,1196373.0,hour,2020-02-12 19:58:03
32,833,9.0,名久_Qy,33,200304550,1631655.0,hour,2020-02-12 19:58:03
33,803,9.0,Princeling__,34,14757837,716439.0,hour,2020-02-12 19:58:03
34,788,9.0,静学姐_三月三,35,114154086,720240.0,hour,2020-02-12 19:58:03
35,774,9.0,鹿苑_书海寻真知,36,104148926,386228.0,hour,2020-02-12 19:58:04
36,715,9.0,Amy_sweet,37,133851155,1666827.0,hour,2020-02-12 19:58:04
37,681,9.0,兔子牙_素音,38,184439672,1442208.0,hour,2020-02-12 19:58:04
38,672,9.0,NJ猫白,39,18550257,11270.0,hour,2020-02-12 19:58:04
39,658,9.0,Ty_安宁,40,125576251,777165.0,hour,2020-02-12 19:58:04
40,647,9.0,9歌_特色歌手唬头Bng,41,102572119,1170129.0,hour,2020-02-12 19:58:04
41,609,9.0,Look_蛋蛋,42,108583955,1578693.0,hour,2020-02-12 19:58:04
42,600,9.0,冷潼学姐_JX,43,121506620,751833.0,hour,2020-02-12 19:58:04
43,580,1.0,墨沁_余音,44,52120178,1211713.0,hour,2020-02-12 19:58:04
44,566,9.0,雨后无疯,45,54704510,127611.0,hour,2020-02-12 19:58:05
45,551,9.0,Achu_阿超丶,46,182399602,1433095.0,hour,2020-02-12 19:58:05
46,547,9.0,秋树泳鱼,47,73371613,906468.0,hour,2020-02-12 19:58:05
47,517,9.0,和宝兒,48,56494651,676977.0,hour,2020-02-12 19:58:05
48,511,9.0,岚升_燃点娱乐,49,184431411,1479700.0,hour,2020-02-12 19:58:05
49,499,9.0,TK_沧海,50,100577355,684141.0,hour,2020-02-12 19:58:05
50,6119,9.0,半岛玫瑰_九星,1,7312748,17214.0,hour,2020-02-12 20:58:00
51,6097,9.0,Yumi酱520,2,152724276,1666343.0,hour,2020-02-12 20:58:00
52,5411,9.0,毒药_金牌段子手,3,196694943,1582890.0,hour,2020-02-12 20:58:00
53,4720,9.0,鹿苑_怪兽Monster,4,167258316,1125329.0,hour,2020-02-12 20:58:00
54,4696,9.0,掷地有声,5,15568194,366.0,hour,2020-02-12 20:58:00
55,4418,9.0,亚辰_燃点娱乐,6,197467038,1587616.0,hour,2020-02-12 20:58:00
56,4386,9.0,倾梦_九星,7,57158679,890305.0,hour,2020-02-12 20:58:00
57,4153,9.0,萌囧小露酱,8,9413747,133.0,hour,2020-02-12 20:58:01
58,3726,9.0,吉他社_音伯,9,95238392,26612.0,hour,2020-02-12 20:58:01
59,3659,9.0,静学姐_三月三,10,114154086,720240.0,hour,2020-02-12 20:58:01
60,3487,9.0,心无限教育咨询,11,204989852,1693867.0,hour,2020-02-12 20:58:01
61,3472,9.0,阿鹿_SoMa,12,200045376,1630253.0,hour,2020-02-12 20:58:01
62,3342,9.0,微蓝光芒_三月三,13,127845439,944549.0,hour,2020-02-12 20:58:01
63,3284,9.0,夏雨9090,14,75527645,1732030.0,hour,2020-02-12 20:58:01
64,3236,9.0,尾戒_九星,15,118276464,1219526.0,hour,2020-02-12 20:58:01
65,3217,9.0,之贰,16,113660040,1418977.0,hour,2020-02-12 20:58:01
66,3169,5.0,樱诺_SoMa,17,188146873,1481020.0,hour,2020-02-12 20:58:02
67,3113,9.0,星雨_SoMo,18,12003597,46797.0,hour,2020-02-12 20:58:02
68,2845,9.0,白晓夏,19,160745450,1398744.0,hour,2020-02-12 20:58:02
69,2696,9.0,小楠楠Qy,20,162419093,1071786.0,hour,2020-02-12 20:58:02
70,2440,9.0,星光_晴天i,21,11951967,1730536.0,hour,2020-02-12 20:58:02
71,2326,9.0,陳希_,22,123335833,744772.0,hour,2020-02-12 20:58:02
72,2232,1.0,雨后无疯,23,54704510,127611.0,hour,2020-02-12 20:58:02
73,2229,9.0,千囍_ME,24,113417479,504350.0,hour,2020-02-12 20:58:02
74,1909,9.0,杜克_三月三,25,119709217,685300.0,hour,2020-02-12 20:58:02
75,1824,9.0,付佰万,26,191728496,1515549.0,hour,2020-02-12 20:58:03
76,1817,9.0,_沫小艾,27,12737196,230583.0,hour,2020-02-12 20:58:03
77,1693,9.0,喜道公子,28,32431936,8982.0,hour,2020-02-12 20:58:03
78,1648,9.0,书海寻真知,29,104148926,386228.0,hour,2020-02-12 20:58:03
79,1610,9.0,NJ语瞳,30,29668435,173.0,hour,2020-02-12 20:58:03
80,1582,9.0,海风飨风林_三月三,31,18133568,180978.0,hour,2020-02-12 20:58:03
81,1568,9.0,Elaine千冰_行人江山,32,33803076,966832.0,hour,2020-02-12 20:58:03
82,1559,9.0,Singer七_九星,33,119548315,683048.0,hour,2020-02-12 20:58:03
83,1554,5.0,橘树__,34,163272058,1100831.0,hour,2020-02-12 20:58:03
84,1540,9.0,米个苏,35,103616413,313036.0,hour,2020-02-12 20:58:04
85,1539,9.0,垚叨叨_心派,36,187787966,1476549.0,hour,2020-02-12 20:58:04
86,1518,9.0,摇滚小子周维尔,37,209131419,1715469.0,hour,2020-02-12 20:58:04
87,1479,9.0,鹿苑_游灵姐姐,38,44815199,1665493.0,hour,2020-02-12 20:58:04
88,1377,1.0,嗳涩黑豆_唬头Bng,39,102014941,1161772.0,hour,2020-02-12 20:58:04
89,1370,9.0,西门_九星,40,61768918,224768.0,hour,2020-02-12 20:58:04
90,1256,9.0,李Lee_九星,41,173520930,1196373.0,hour,2020-02-12 20:58:04
91,1253,9.0,9歌_特色歌手唬头Bng,42,102572119,1170129.0,hour,2020-02-12 20:58:04
92,1221,9.0,一個千琳,43,153434758,1660859.0,hour,2020-02-12 20:58:04
93,1217,9.0,逗瓣,44,4416963,114.0,hour,2020-02-12 20:58:05
94,1181,9.0,陆拾壹_瑾Show,45,131208149,836973.0,hour,2020-02-12 20:58:05
95,1159,9.0,剧舞吧苍竹_九星,46,33690397,82123.0,hour,2020-02-12 20:58:05
96,1133,1.0,啾啾_SK,47,106910783,644237.0,hour,2020-02-12 20:58:05
97,1111,9.0,其月_Remember,48,165718257,1210163.0,hour,2020-02-12 20:58:05
98,1072,9.0,CEO丶大宝z,49,171429027,1200980.0,hour,2020-02-12 20:58:05
99,1062,9.0,蓝阿_,50,211012094,1733927.0,hour,2020-02-12 20:58:05
100,31360,9.0,沐七_Mensa,1,124439153,767640.0,hour,2020-02-12 21:58:00
101,27948,9.0,蓝阿_,2,211012094,1733927.0,hour,2020-02-12 21:58:00
102,21202,9.0,叶听风,3,23526237,345.0,hour,2020-02-12 21:58:00
103,20631,9.0,鹿苑_怪兽Monster,4,167258316,1125329.0,hour,2020-02-12 21:58:00
104,13871,9.0,毒药_金牌段子手,5,196694943,1582890.0,hour,2020-02-12 21:58:01
105,12557,9.0,文文文_素音,6,72969678,1230534.0,hour,2020-02-12 21:58:01
106,10897,9.0,浅浅_九星,7,149362039,1628474.0,hour,2020-02-12 21:58:01
107,9433,9.0,苏妃,8,157269668,1023237.0,hour,2020-02-12 21:58:01
108,8949,9.0,静学姐_三月三,9,114154086,720240.0,hour,2020-02-12 21:58:01
109,8709,5.0,半岛玫瑰_九星,10,7312748,17214.0,hour,2020-02-12 21:58:01
110,8187,9.0,雪月之下_唬头Bng,11,20444164,1037513.0,hour,2020-02-12 21:58:01
111,8009,9.0,掷地有声,12,15568194,366.0,hour,2020-02-12 21:58:01
112,7529,9.0,夏春瑶,13,5638858,134.0,hour,2020-02-12 21:58:02
113,6943,9.0,三月三__,14,106645715,479659.0,hour,2020-02-12 21:58:02
114,6235,9.0,何忧__,15,129354952,911011.0,hour,2020-02-12 21:58:02
115,5536,1.0,NJ北宸,16,190694332,1737300.0,hour,2020-02-12 21:58:02
116,5108,9.0,任小邪丶Rock,17,8942923,43133.0,hour,2020-02-12 21:58:02
117,5012,9.0,橘紫_九星,18,90687271,16594.0,hour,2020-02-12 21:58:02
118,4778,1.0,岩小喵_星火,19,181735430,1399024.0,hour,2020-02-12 21:58:02
119,4493,9.0,书海寻真知,20,104148926,386228.0,hour,2020-02-12 21:58:02
120,4307,9.0,Cv顾辰,21,29686894,335.0,hour,2020-02-12 21:58:03
121,4226,9.0,倾梦_九星,22,57158679,890305.0,hour,2020-02-12 21:58:03
122,3905,9.0,玖叔_九星,23,180469753,1377003.0,hour,2020-02-12 21:58:03
123,3654,9.0,冬菱扇,24,17934098,371.0,hour,2020-02-12 21:58:03
124,3641,9.0,弥音_苦瓜,25,164388993,1093741.0,hour,2020-02-12 21:58:03
125,3347,9.0,李小妹呐,26,3122188,135.0,hour,2020-02-12 21:58:03
126,3303,9.0,Zmy赵羞涩_唬头Bng,27,26514665,69978.0,hour,2020-02-12 21:58:03
127,3105,9.0,王亦_九星,28,113259274,1110160.0,hour,2020-02-12 21:58:03
128,3079,9.0,風沙_三月三,29,113331651,628403.0,hour,2020-02-12 21:58:04
129,2868,9.0,小颜落_九星,30,88109258,26134.0,hour,2020-02-12 21:58:04
130,2841,9.0,NJ语瞳,31,29668435,173.0,hour,2020-02-12 21:58:04
131,2819,9.0,西瓜瓜o,32,98766108,245106.0,hour,2020-02-12 21:58:04
132,2785,9.0,剧舞吧甩浪浪,33,21760352,413.0,hour,2020-02-12 21:58:04
133,2774,9.0,木鱼_LJ,34,10022525,44236.0,hour,2020-02-12 21:58:04
134,2680,9.0,秋树泳鱼,35,73371613,906468.0,hour,2020-02-12 21:58:04
135,2492,9.0,滴答姑娘,36,100185278,268529.0,hour,2020-02-12 21:58:04
136,2355,9.0,杜克_三月三,37,119709217,685300.0,hour,2020-02-12 21:58:04
137,2335,9.0,尤伽_瑾Show,38,203804702,1662304.0,hour,2020-02-12 21:58:04
138,2316,9.0,o微醺,39,88621142,13057.0,hour,2020-02-12 21:58:05
139,2255,9.0,声乐刘派,40,62709527,2868.0,hour,2020-02-12 21:58:05
140,2249,9.0,吉他社_音伯,41,95238392,26612.0,hour,2020-02-12 21:58:05
141,2218,9.0,林御儿_九星,42,142093517,935525.0,hour,2020-02-12 21:58:05
142,2186,1.0,醒醒_SoMo,43,178678340,1357132.0,hour,2020-02-12 21:58:05
143,2168,9.0,Sandy双双,44,1012382,41.0,hour,2020-02-12 21:58:05
144,2105,9.0,薇薇安_Evol,45,108070707,1180053.0,hour,2020-02-12 21:58:05
145,2092,9.0,NJ梓瞳_唬头Bng,46,166660732,1119082.0,hour,2020-02-12 21:58:05
146,2067,9.0,洛笙_暖漾,47,130306166,840188.0,hour,2020-02-12 21:58:05
147,2058,9.0,TSI_沐小惜,48,122710870,738738.0,hour,2020-02-12 21:58:06
148,2049,9.0,肉沫儿__,49,109216770,483383.0,hour,2020-02-12 21:58:06
149,1900,9.0,阿痣姑娘,50,98695795,241261.0,hour,2020-02-12 21:58:06
150,14789,9.0,温宁_Qy,1,110225008,461269.0,hour,2020-02-12 22:58:00
151,10126,9.0,云天河,2,8163465,148.0,hour,2020-02-12 22:58:00
152,9911,9.0,毒药_金牌段子手,3,196694943,1582890.0,hour,2020-02-12 22:58:00
153,9683,9.0,Alg圣贤_ayw,4,203133218,1656485.0,hour,2020-02-12 22:58:00
154,8827,9.0,夏春瑶,5,5638858,134.0,hour,2020-02-12 22:58:00
155,8514,9.0,静学姐_三月三,6,114154086,720240.0,hour,2020-02-12 22:58:00
156,7597,1.0,安哲_,7,61555170,863809.0,hour,2020-02-12 22:58:00
157,7349,9.0,Star_大熊,8,111086065,471434.0,hour,2020-02-12 22:58:00
158,7338,9.0,苏妃,9,157269668,1023237.0,hour,2020-02-12 22:58:00
159,7197,9.0,薇薇安_Evol,10,108070707,1180053.0,hour,2020-02-12 22:58:01
160,4855,9.0,Leo_又十三,11,116951810,950640.0,hour,2020-02-12 22:58:01
161,4733,9.0,你的蓝,12,171613828,1449965.0,hour,2020-02-12 22:58:01
162,4507,9.0,Zmy赵羞涩_唬头Bng,13,26514665,69978.0,hour,2020-02-12 22:58:01
163,4312,1.0,叶听风,14,23526237,345.0,hour,2020-02-12 22:58:01
164,4235,1.0,修澜_,15,163469156,1083908.0,hour,2020-02-12 22:58:01
165,4164,9.0,疯子Alles_九星,16,75944492,476823.0,hour,2020-02-12 22:58:01
166,4062,9.0,吟唱诗人__,17,121714520,866569.0,hour,2020-02-12 22:58:01
167,3932,9.0,大路_九星,18,10206094,382777.0,hour,2020-02-12 22:58:01
168,3843,9.0,壹鱼Soul_唬头Bng,19,144287396,944567.0,hour,2020-02-12 22:58:01
169,3805,9.0,小乞丐_SoMo,20,186710959,1462442.0,hour,2020-02-12 22:58:02
170,3624,9.0,肉沫儿__,21,109216770,483383.0,hour,2020-02-12 22:58:02
171,3574,9.0,Nj小阿K,22,82067306,425843.0,hour,2020-02-12 22:58:02
172,3494,9.0,吉他社_音伯,23,95238392,26612.0,hour,2020-02-12 22:58:02
173,3431,9.0,金艺勋,24,144442901,965477.0,hour,2020-02-12 22:58:02
174,3392,9.0,大霞_SoMo,25,181220149,1390956.0,hour,2020-02-12 22:58:02
175,3325,9.0,薇安_千凰,26,99260061,904656.0,hour,2020-02-12 22:58:02
176,3298,9.0,Star_黄泥,27,83655254,380112.0,hour,2020-02-12 22:58:02
177,3258,9.0,木野_Koln,28,192026966,1519217.0,hour,2020-02-12 22:58:02
178,3122,1.0,御仙儿_领秀,29,205669054,1686246.0,hour,2020-02-12 22:58:02
179,3093,9.0,开心主播YOYO,30,39656361,12801.0,hour,2020-02-12 22:58:03
180,3012,9.0,剧舞吧甩浪浪,31,21760352,413.0,hour,2020-02-12 22:58:03
181,3002,9.0,冷潼学姐_JX,32,121506620,751833.0,hour,2020-02-12 22:58:03
182,2913,9.0,白晓夏,33,160745450,1398744.0,hour,2020-02-12 22:58:03
183,2775,9.0,Polestar_造音,34,141450140,924341.0,hour,2020-02-12 22:58:03
184,2743,9.0,西索_九星,35,8188289,17929.0,hour,2020-02-12 22:58:03
185,2707,9.0,丶伊然,36,2327592,2857.0,hour,2020-02-12 22:58:03
186,2640,9.0,文文文_素音,37,72969678,1230534.0,hour,2020-02-12 22:58:03
187,2548,9.0,莱兮,38,1021189,477.0,hour,2020-02-12 22:58:03
188,2545,9.0,苏白夜,39,46955807,495665.0,hour,2020-02-12 22:58:04
189,2465,9.0,丰月小仙女_九星,40,75394357,282839.0,hour,2020-02-12 22:58:04
190,2453,9.0,風沙_三月三,41,113331651,628403.0,hour,2020-02-12 22:58:04
191,2327,1.0,逸声_林哥,42,117740264,657399.0,hour,2020-02-12 22:58:04
192,2220,9.0,蓝南_造音,43,132374254,849453.0,hour,2020-02-12 22:58:04
193,2148,9.0,_露露吖_,44,171134938,1208117.0,hour,2020-02-12 22:58:04
194,2137,1.0,Star_千悦,45,34042836,1413922.0,hour,2020-02-12 22:58:04
195,2076,9.0,小诺w_SoMo,46,190090562,1501945.0,hour,2020-02-12 22:58:04
196,2058,9.0,_雾霾,47,106024701,516496.0,hour,2020-02-12 22:58:04
197,2047,9.0,林御儿_九星,48,142093517,935525.0,hour,2020-02-12 22:58:05
198,1989,5.0,栩一_燃点娱乐,49,120834942,711950.0,hour,2020-02-12 22:58:05
199,1944,9.0,炎洋_九星,50,156336823,1011614.0,hour,2020-02-12 22:58:05
200,23818,9.0,温宁_Qy,1,110225008,461269.0,hour,2020-02-12 23:58:00
201,49505,9.0,蓝阿_,1,211012094,1733927.0,day,2020-02-12 23:58:00
202,11173,9.0,花千骨_九星,2,127140363,991808.0,hour,2020-02-12 23:58:00
203,48030,9.0,花千骨_九星,2,127140363,991808.0,day,2020-02-12 23:58:00
204,10537,9.0,静学姐_三月三,3,114154086,720240.0,hour,2020-02-12 23:58:00
205,39055,9.0,温宁_Qy,3,110225008,461269.0,day,2020-02-12 23:58:00
206,8548,9.0,萌叽_三月三,4,130564791,930094.0,hour,2020-02-12 23:58:00
207,38892,1.0,鹿苑_怪兽Monster,4,167258316,1125329.0,day,2020-02-12 23:58:00
208,7785,9.0,薇薇安_Evol,5,108070707,1180053.0,hour,2020-02-12 23:58:00
209,38115,5.0,苏妃,5,157269668,1023237.0,day,2020-02-12 23:58:00
210,7235,9.0,三叁,6,91318927,18523.0,hour,2020-02-12 23:58:00
211,38087,5.0,阿西_,6,125710750,781578.0,day,2020-02-12 23:58:00
212,7011,9.0,夜小诗,7,6063087,341479.0,hour,2020-02-12 23:58:00
213,36855,9.0,Alg圣贤_ayw,7,203133218,1656485.0,day,2020-02-12 23:58:00
214,6698,9.0,顾清九_归舟,8,194262739,1571040.0,hour,2020-02-12 23:58:00
215,34601,9.0,毒药_金牌段子手,8,196694943,1582890.0,day,2020-02-12 23:58:00
216,6651,9.0,姗姗夜读,9,47664538,115722.0,hour,2020-02-12 23:58:00
217,32992,1.0,墨_Mo,9,111566956,685145.0,day,2020-02-12 23:58:01
218,6407,9.0,温妤_千凰,10,61664963,1066377.0,hour,2020-02-12 23:58:01
219,6179,9.0,红乱_思凯,11,1051865,32065.0,hour,2020-02-12 23:58:01
220,32774,9.0,静学姐_三月三,10,114154086,720240.0,day,2020-02-12 23:58:01
221,31946,9.0,吟唱诗人__,11,121714520,866569.0,day,2020-02-12 23:58:01
222,5805,5.0,Zmy赵羞涩_唬头Bng,12,26514665,69978.0,hour,2020-02-12 23:58:01
223,31495,1.0,沐七_Mensa,12,124439153,767640.0,day,2020-02-12 23:58:01
224,5676,9.0,尾戒_九星,13,118276464,1219526.0,hour,2020-02-12 23:58:01
225,30434,5.0,___GK,13,44862774,247.0,day,2020-02-12 23:58:01
226,5487,9.0,Muse牧斯丶Qy,14,154648228,1016513.0,hour,2020-02-12 23:58:01
227,30426,9.0,夏春瑶,14,5638858,134.0,day,2020-02-12 23:58:01
228,5130,9.0,吟唱诗人__,15,121714520,866569.0,hour,2020-02-12 23:58:01
229,4911,9.0,辣条儿_九星运营,16,78231018,307405.0,hour,2020-02-12 23:58:01
230,29490,5.0,倾梦_九星,15,57158679,890305.0,day,2020-02-12 23:58:01
231,29334,9.0,Star_黄泥,16,83655254,380112.0,day,2020-02-12 23:58:01
232,4861,9.0,义博有声,17,180459302,1376769.0,hour,2020-02-12 23:58:01
233,4661,9.0,大路_九星,18,10206094,382777.0,hour,2020-02-12 23:58:02
234,27330,9.0,貂蝉宝宝_九星,17,88391613,22071.0,day,2020-02-12 23:58:02
235,4075,9.0,芝士蛋糕_,19,172617109,1537870.0,hour,2020-02-12 23:58:02
236,25552,1.0,叶听风,18,23526237,345.0,day,2020-02-12 23:58:02
237,25076,9.0,微蓝光芒_三月三,19,127845439,944549.0,day,2020-02-12 23:58:02
238,4043,9.0,归期_SoMo,20,187371662,1471357.0,hour,2020-02-12 23:58:02
239,3679,9.0,剧舞吧梨涡_九星,21,17773395,60060.0,hour,2020-02-12 23:58:02
240,24555,5.0,文文文_素音,20,72969678,1230534.0,day,2020-02-12 23:58:02
241,3615,9.0,你的蓝,22,171613828,1449965.0,hour,2020-02-12 23:58:02
242,21838,5.0,我是懒虫我怕谁,21,185223862,1454682.0,day,2020-02-12 23:58:02
243,3466,9.0,鹿苑_阳芷的时光,23,2422298,11691.0,hour,2020-02-12 23:58:02
244,21185,1.0,麦乐蒂白_shk,22,156215290,1011766.0,day,2020-02-12 23:58:02
245,3452,9.0,红桃心ki,24,85589441,16253.0,hour,2020-02-12 23:58:02
246,20685,5.0,小颜落_九星,23,88109258,26134.0,day,2020-02-12 23:58:02
247,3048,9.0,微蓝光芒_三月三,25,127845439,944549.0,hour,2020-02-12 23:58:02
248,20186,9.0,予__安,24,28887741,1550414.0,day,2020-02-12 23:58:02
249,3025,9.0,雨凡有声工作室,26,29284344,10494.0,hour,2020-02-12 23:58:03
250,19985,5.0,半岛玫瑰_九星,25,7312748,17214.0,day,2020-02-12 23:58:03
251,2921,9.0,珂儿_麋鹿,27,200405934,1768796.0,hour,2020-02-12 23:58:03
252,19665,1.0,吉他社_音伯,26,95238392,26612.0,day,2020-02-12 23:58:03
253,2841,9.0,炎洋_九星,28,156336823,1011614.0,hour,2020-02-12 23:58:03
254,19322,9.0,姗姗夜读,27,47664538,115722.0,day,2020-02-12 23:58:03
255,2825,9.0,单思南_九星,29,102155299,279847.0,hour,2020-02-12 23:58:03
256,19122,9.0,浅浅_九星,28,149362039,1628474.0,day,2020-02-12 23:58:03
257,2622,9.0,浅浅_九星,30,149362039,1628474.0,hour,2020-02-12 23:58:03
258,19104,9.0,Cc丶_,29,118955471,964135.0,day,2020-02-12 23:58:03
259,2602,5.0,Star_小妹妹,31,102502980,377164.0,hour,2020-02-12 23:58:03
260,18870,1.0,雪月之下_唬头Bng,30,20444164,1037513.0,day,2020-02-12 23:58:03
261,1937,9.0,May_白兰度,32,157618860,1026518.0,hour,2020-02-12 23:58:03
262,18465,9.0,陈臻臻,31,91021548,306721.0,day,2020-02-12 23:58:03
263,1928,9.0,莱兮,33,1021189,477.0,hour,2020-02-12 23:58:03
264,18186,9.0,三叁,32,91318927,18523.0,day,2020-02-12 23:58:03
265,1877,9.0,情长_唬头Bng,34,10167173,873134.0,hour,2020-02-12 23:58:03
266,18044,1.0,KikiWoo_九星,33,140675579,1392295.0,day,2020-02-12 23:58:03
267,1861,9.0,之贰,35,113660040,1418977.0,hour,2020-02-12 23:58:03
268,18023,9.0,林御儿_九星,34,142093517,935525.0,day,2020-02-12 23:58:04
269,1779,9.0,林御儿_九星,36,142093517,935525.0,hour,2020-02-12 23:58:04
270,17823,9.0,薇薇安_Evol,35,108070707,1180053.0,day,2020-02-12 23:58:04
271,1745,9.0,南割式,37,10051100,44243.0,hour,2020-02-12 23:58:04
272,17534,1.0,Star_大熊,36,111086065,471434.0,day,2020-02-12 23:58:04
273,1649,9.0,鹿苑_主播淑颖,38,98986286,848039.0,hour,2020-02-12 23:58:04
274,16450,9.0,百万小姐姐,37,137683990,894720.0,day,2020-02-12 23:58:04
275,1622,9.0,百万小姐姐,39,137683990,894720.0,hour,2020-02-12 23:58:04
276,16388,9.0,白晓夏,38,160745450,1398744.0,day,2020-02-12 23:58:04
277,1609,9.0,笙戈_Tuai,40,164018404,1088731.0,hour,2020-02-12 23:58:04
278,16188,5.0,开心主播YOYO,39,39656361,12801.0,day,2020-02-12 23:58:04
279,1598,9.0,潮儿_Ria,41,162846410,1702886.0,hour,2020-02-12 23:58:04
280,16151,5.0,特W兔___,40,29068587,18128.0,day,2020-02-12 23:58:04
281,1590,9.0,翀翀可可爱爱没有脑袋,42,80154471,1583534.0,hour,2020-02-12 23:58:04
282,15365,9.0,一個小简单,41,170669821,1164265.0,day,2020-02-12 23:58:04
283,1563,9.0,蓝阿_,43,211012094,1733927.0,hour,2020-02-12 23:58:04
284,15353,9.0,木子晶_浅音,42,130334327,827429.0,day,2020-02-12 23:58:04
285,1539,5.0,苏妃,44,157269668,1023237.0,hour,2020-02-12 23:58:04
286,14342,1.0,安静,43,66023087,280274.0,day,2020-02-12 23:58:05
287,1531,9.0,湖雨萌,45,172872881,1224101.0,hour,2020-02-12 23:58:05
288,14212,9.0,鹿苑_阳芷的时光,44,2422298,11691.0,day,2020-02-12 23:58:05
289,1521,9.0,_晓小花er,46,125763012,783873.0,hour,2020-02-12 23:58:05
290,14172,5.0,Zmy赵羞涩_唬头Bng,45,26514665,69978.0,day,2020-02-12 23:58:05
291,1487,9.0,万晓_九星管理,47,73636094,24796.0,hour,2020-02-12 23:58:05
292,13750,9.0,萌叽_三月三,46,130564791,930094.0,day,2020-02-12 23:58:05
293,1401,9.0,一個嫣然,48,104630982,1566766.0,hour,2020-02-12 23:58:05
294,13701,1.0,予晨_九星,47,99723962,277470.0,day,2020-02-12 23:58:05
295,1394,9.0,空白_九星,49,83258915,12473.0,hour,2020-02-12 23:58:05
296,1371,9.0,可爱桃_心派,50,92908972,1054474.0,hour,2020-02-12 23:58:05
297,13606,9.0,阿痣姑娘,48,98695795,241261.0,day,2020-02-12 23:58:05
298,13420,1.0,秋树泳鱼,49,73371613,906468.0,day,2020-02-12 23:58:05
299,13269,9.0,小迷妹_三月三,50,116563506,981257.0,day,2020-02-12 23:58:05
300,34241,9.0,毒药_金牌段子手,1,196694943,1582890.0,hour,2020-02-13 00:58:00
301,14131,9.0,乔染_领秀,2,183825144,1433653.0,hour,2020-02-13 00:58:00
302,12744,9.0,丶阿楚,3,87959120,18247.0,hour,2020-02-13 00:58:00
303,11259,9.0,Alg圣贤_ayw,4,203133218,1656485.0,hour,2020-02-13 00:58:00
304,10805,9.0,貂蝉宝宝_九星,5,88391613,22071.0,hour,2020-02-13 00:58:00
305,10337,9.0,花千骨_九星,6,127140363,991808.0,hour,2020-02-13 00:58:00
306,8138,9.0,微微微风吹,7,173569926,1610821.0,hour,2020-02-13 00:58:01
307,6369,9.0,董咚儿_JLsound,8,84434603,1244753.0,hour,2020-02-13 00:58:01
308,6205,9.0,播书人郭瑞,9,16507798,20315.0,hour,2020-02-13 00:58:01
309,6139,9.0,你的蓝,10,171613828,1449965.0,hour,2020-02-13 00:58:01
310,5725,9.0,南国蔷薇,11,99027106,247666.0,hour,2020-02-13 00:58:01
